id,field,current_structured,value_in_research_notes,category,snippet
HD1638,birth,1909-?-?,1909-07-28,clean,"b. Jul 28, 1909 B"
HD1639,birth,1896-?-?,1896-01-07,clean,"b. Jan 7, 1896 R"
HD1639,death,1943-?-?,1943-01-25,clean,"; d. Jan 25, 1943 O"
HD1640,birth,1898-?-?,1898-06-26,clean,"b. Jun 26, 1898 R"
HD1642,birth,1902-?-?,1902-11-29,clean,"b. Nov 29, 1902 B"
HD1642,death,1950-?-?,1950-10-28,clean,"; d. Oct 28, 1950 N"
HD1645,birth,1912-?-?,1912-09-03,clean,"b. Sep 3, 1912 N"
HD1645,death,1960-?-?,1960-09-10,clean,"; d. Sep 10, 1960 N"
HD1646,birth,1914-?-?,1914-06-22,clean,"b. Jun 22, 1914 N"
HD1646,death,1995-?-?,1995-12-05,clean,"; d. Dec 5, 1995 H"
HD1647,birth,1929-?-?,1929-11-21,clean,"b. Nov 21, 1929 O"
HD1647,death,2010-?-?,2010-12-30,clean,"; d. Dec 30, 2010 S"
HD1648,birth,1891-?-?,1891-08-13,clean,"b. Aug 13, 1891 O"
HD1648,death,1925-?-?,1925-07-05,clean,"; d. Jul 5, 1925 G"
X00530,birth,1920-?-?,1920-07-20,clean,"b. Jul 20, 1920 B"
X00530,death,1999-?-?,1999-12-31,clean,"; d. Dec 31, 1999 B"
HD1654,birth,1969-?-?,1969-09-24,clean,"b. Sep 24, 1969."
HD1658,death,1776-?-?,1776-09-14,clean,"; d. Sep 14, 1776 a"
H01565,birth,1792-?-?,1792-10-03,clean,"b. Oct 3, 1792;"
H01565,death,1816-?-?,1816-10-15,clean,"; d. Oct 15, 1816 a"
H01566,birth,1797-?-?,1797-07-16,clean,"b. Jul 16, 1797;"
H01567,birth,1799-?-?,1799-10-26,clean,"b. Oct 26, 1799;"
H01567,death,1813-?-?,1813-01-09,clean,"; d. Jan 9, 1813 a"
H01568,birth,1809-?-?,1809-05-09,clean,"b. May 9, 1809;"
H01568,death,1840-?-?,1840-12-04,clean,"; d. Dec 4, 1840 H"
H01569,birth,1811-?-?,1811-02-13,clean,"b. Feb 13, 1811."
H01570,birth,1813-?-?,1813-08-07,clean,"b. Aug 7, 1813;"
H01570,death,1838-?-?,1838-08-22,clean,"; d. Aug 22, 1838 a"
X00536,birth,1719-?-?,1719-03-14,clean,"b. Mar 14, 1719 N"
X00536,death,1785-?-?,1785-08-22,clean,"; d. Aug 22, 1785 S"
X00541,birth,1800-?-?,1800-10-16,clean,"b. Oct 16, 1800 W"
X00541,death,1877-?-?,1877-08-24,clean,"; d. Aug 24, 1877 W"
X00542,birth,1750-?-?,1750-09-21,clean,"b. Sep 21, 1750 S"
X00542,death,1821-?-?,1821-10-25,clean,"; d. Oct 25, 1821 G"
X00543,birth,1759-?-?,1759-12-01,clean,"b. Dec 1, 1759 G"
X00543,death,1839-?-?,1839-01-26,clean,"; d. Jan 26, 1839 L"
X00548,birth,1883-?-?,1883-11-27,clean,"b. Nov 27, 1883 A"
X00548,death,1956-?-?,1956-09-15,clean,"; d. Sep 15, 1956 M"
X00549,death,1845-?-?,1845-10-04,clean,"; d. Oct 4, 1845 L"
X00550,birth,1811-?-?,1811-05-03,clean,"b. May 3, 1811 L"
X00551,birth,1821-?-?,1821-05-23,clean,"b. May 23, 1821 N"
X00551,death,1887-?-?,1887-12-12,clean,"; d. Dec 12, 1887 D"
X00552,birth,1822-?-?,1822-08-13,clean,"b. Aug 13, 1822;"
X00552,death,1905-?-?,1905-02-12,clean,"; d. Feb 12, 1905 S"
X00553,birth,1835-?-?,1835-01-07,clean,"b. Jan 7, 1835 M"
X00553,death,1908-?-?,1908-02-20,clean,"; d. Feb 20, 1908 L"
X00554,death,1926-?-?,1926-12-19,clean,"; d. Dec 19, 1926 M"
X00556,birth,1856-?-?,1856-08-26,clean,"b. Aug 26, 1856 C"
X00556,death,1940-?-?,1940-08-23,clean,"; d. Aug 23, 1940 O"
X00557,birth,1868-?-?,1868-05-10,clean,"b. May 10, 1868 M"
X00557,death,1960-?-?,1960-01-11,clean,"; d. Jan 11, 1960 L"
X00558,birth,1845-?-?,1845-08-31,clean,"b. Aug 31, 1845 O"
X00559,birth,1849-?-?,1849-08-19,clean,"b. Aug 19, 1849 M"
X00559,death,1875-?-?,1875-05-20,clean,"; d. May 20, 1875 D"
X00560,birth,1856-?-?,1856-03-02,clean,"b. Mar 2, 1856 S"
X00560,death,1924-?-?,1924-01-23,clean,"; d. Jan 23, 1924 C"
X00562,birth,1873-?-?,1873-08-21,clean,"b. Aug 21, 1873 S"
X00562,death,1942-?-?,1942-04-08,clean,"; d. Apr 8, 1942 L"
X00564,birth,1898-?-?,1898-09-20,clean,"b. Sep 20, 1898 C"
X00564,death,1994-?-?,1994-10-14,clean,"; d. Oct 14, 1994 O"
H00904,birth,1756-?-?,1756-06-18,clean,"b. Jun 18, 1756 N"
H00905,birth,1757-?-?,1757-06-15,clean,"b. Jun 15, 1757;"
H00906,birth,1759-?-?,1759-08-03,clean,"b. Aug 3, 1759 S"
H00907,birth,1760-?-?,1760-09-08,clean,"b. Sep 8, 1760 S"
H00907,death,1837-?-?,1837-08-30,clean,"; d. Aug 30, 1837 L"
HD1671,birth,1789-?-?,1789-02-20,clean,"b. Feb 20, 1789 N"
HD1671,death,1827-?-?,1827-09-02,clean,"; d. Sep 2, 1827 C"
HD1672,birth,1817-?-?,1817-04-28,clean,"b. Apr 28, 1817 L"
HD1672,death,1895-?-?,1895-06-08,clean,"; d. Jun 8, 1895 T"
HD1673,birth,1819-?-?,1819-05-17,clean,"b. May 17, 1819 B"
HD1674,birth,1843-?-?,1843-04-26,clean,"b. Apr 26, 1843 N"
HD1674,death,1921-?-?,1921-03-16,clean,"; d. Mar 16, 1921 M"
HD1676,death,1916-?-?,1916-10-27,clean,"; d. Oct 27, 1916 W"
HD1677,birth,1848-?-?,1848-06-16,clean,"b. Jun 16, 1848 T"
HD1677,death,1880-?-?,1880-09-02,clean,"; d. Sep 2, 1880 O"
HD1678,birth,1850-?-?,1850-05-04,clean,"b. May 4, 1850 T"
HD1678,death,1910-?-?,1910-11-04,clean,"; d. Nov 4, 1910 T"
HD1679,death,1931-?-?,1931-03-05,clean,"; d. Mar 5, 1931 T"
HD1682,birth,1884-?-?,1884-07-16,clean,"b. Jul 16, 1884 T"
HD1682,death,1971-?-?,1971-01-06,clean,"; d. Jan 6, 1971 a"
HD1683,birth,1890-?-?,1890-04-03,clean,"b. Apr 3, 1890 A"
HD1683,death,1971-?-?,1971-07-26,clean,"; d. Jul 26, 1971 M"
HD1685,birth,1842-?-?,1842-07-21,clean,"b. Jul 21, 1842;"
HD1685,death,1865-?-?,1865-05-23,clean,"; d. May 23, 1865 a"
HD1725,birth,1779-?-?,1779-12-17,clean,"b. Dec 17, 1779;"
HD1725,death,1785-?-?,1785-04-07,clean,"; d. Apr 7, 1785 a"
HD1726,birth,1782-?-?,1782-04-17,clean,"b. Apr 17, 1782."
HD1727,birth,1784-?-?,1784-08-14,clean,"b. Aug 14, 1784."
HD1728,birth,1787-?-?,1787-10-24,clean,"b. Oct 24, 1787."
HD1690,birth,1782-?-?,1782-11-09,clean,"b. Nov 9, 1782 L"
HD1690,death,1851-?-?,1851-01-19,clean,"; d. Jan 19, 1851 D"
HD1697,birth,1808-?-?,1808-05-11,clean,"b. May 11, 1808 V"
HD1697,death,1880-?-?,1880-07-20,clean,"; d. Jul 20, 1880 D"
HD1698,birth,1812-?-?,1812-06-11,clean,"b. Jun 11, 1812 V"
HD1698,death,1900-?-?,1900-05-15,clean,"; d. May 15, 1900 Y"
X00565,birth,1807-?-?,1807-07-25,clean,"b. Jul 25, 1807 C"
X00565,death,1869-?-?,1869-02-13,clean,"; d. Feb 13, 1869 a"
HD1699,birth,1818-?-?,1818-02-26,clean,"b. Feb 26, 1818 V"
HD1699,death,1892-?-?,1892-01-14,clean,"; d. Jan 14, 1892 Y"
HD1700,birth,1820-?-?,1820-01-06,clean,"b. Jan 6, 1820 V"
HD1700,death,1890-?-?,1890-03-04,clean,"; d. Mar 4, 1890 S"
HD1701,birth,1823-?-?,1823-07-30,clean,"b. Jul 30, 1823 B"
HD1701,death,1923-?-?,1923-05-23,clean,"; d. May 23, 1923 L"
HD1720,death,1838-?-?,1838-09-07,clean,"; d. Sep 7, 1838 D"
HD1721,birth,1835-?-?,1835-10-29,clean,"b. Oct 29, 1835 M"
HD1721,death,1906-?-?,1906-03-19,clean,"; d. Mar 19, 1906 D"
HD1722,birth,1840-?-?,1840-07-13,clean,"b. Jul 13, 1840 D"
HD1722,death,1915-?-?,1915-11-30,clean,"; d. Nov 30, 1915 L"
HD1723,birth,1845-?-?,1845-07-31,clean,"b. Jul 31, 1845 D"
HD1723,death,1867-?-?,1867-03-12,clean,"; d. Mar 12, 1867 E"
HD1724,birth,1849-?-?,1849-12-25,clean,"b. Dec 25, 1849 D"
HD1724,death,1927-?-?,1927-03-19,clean,"; d. Mar 19, 1927 L"
HD1708,birth,1845-?-?,1845-08-31,clean,"b. Aug 31, 1845 W"
HD1708,death,1930-?-?,1930-11-01,clean,"; d. Nov 1, 1930 M"
HD1712,birth,1854-?-?,1854-11-21,clean,"b. Nov 21, 1854 D"
HD1712,death,1891-?-?,1891-12-31,clean,"; d. Dec 31, 1891 H"
HD1714,birth,1859-?-?,1859-12-26,clean,"b. Dec 26, 1859 D"
HD1714,death,1928-?-?,1928-09-04,clean,"; d. Sep 4, 1928 D"
HD1715,birth,1865-?-?,1865-10-29,clean,"b. Oct 29, 1865 D"
HD1715,death,1948-?-?,1948-09-21,clean,"; d. Sep 21, 1948 E"
HD1716,birth,1856-?-?,1856-11-06,clean,"b. Nov 6, 1856 W"
HD1716,death,1954-?-?,1954-10-09,clean,"; d. Oct 9, 1954 S"
HD1718,birth,1862-?-?,1862-08-06,clean,"b. Aug 6, 1862 W"
HD1718,death,1943-?-?,1943-02-14,clean,"; d. Feb 14, 1943 L"
HD1735,birth,1846-?-?,1846-09-06,clean,"b. Sep 6, 1846 D"
HD1736,birth,1858-?-?,1858-03-20,clean,"b. Mar 20, 1858 D"
HD1736,death,1934-?-?,1934-01-21,clean,"; d. Jan 21, 1934 a"
HD1729,birth,1884-?-?,1884-04-01,clean,"b. Apr 1, 1884 L"
HD1731,birth,1890-?-?,1890-04-08,clean,"b. Apr 8, 1890 M"
HD1731,death,1982-?-?,1982-05-31,clean,"; d. May 31, 1982 L"
HD1732,birth,1878-?-?,1878-03-22,clean,"b. Mar 22, 1878 L"
HD1738,birth,1880-?-?,1880-02-08,clean,"b. Feb 8, 1880 S"
HD1739,birth,1881-?-?,1881-06-08,clean,"b. Jun 8, 1881 P"
HD1739,death,1938-?-?,1938-06-12,clean,"; d. Jun 12, 1938 R"
HD1740,birth,1883-?-?,1883-03-26,clean,"b. Mar 26, 1883 S"
HD1740,death,1949-?-?,1949-01-22,clean,"; d. Jan 22, 1949 B"
HD1741,birth,1899-?-?,1899-01-25,clean,"b. Jan 25, 1899 S"
HD1741,death,1968-?-?,1968-11-21,clean,"; d. Nov 21, 1968 C"
HD1737,birth,1870-?-?,1870-02-11,clean,"b. Feb 11, 1870 L"
HD1737,death,1933-?-?,1933-12-10,clean,"; d. Dec 10, 1933 L"
HD1742,birth,1911-?-?,1911-02-24,clean,"b. Feb 24, 1911 A"
HD1742,death,1987-?-?,1987-08-12,clean,"; d. Aug 12, 1987 B"
HD1744,birth,1898-?-?,1898-08-21,clean,"b. Aug 21, 1898 J"
HD1744,death,1956-?-?,1956-12-18,clean,"; d. Dec 18, 1956 C"
HD1745,birth,1944-?-?,1944-11-23,clean,"b. Nov 23, 1944 K"
HD1745,death,2020-?-?,2020-10-14,clean,"; d. Oct 14, 2020 M"
HD1746,birth,1922-?-?,1922-03-22,clean,"b. Mar 22, 1922 J"
HD1746,death,1975-?-?,1975-10-15,clean,"; d. Oct 15, 1975 T"
X00566,birth,1781-?-?,1781-07-12,clean,"b. Jul 12, 1781 N"
X00566,death,1865-?-?,1865-05-08,clean,"; d. May 8, 1865 L"
X00567,birth,1818-?-?,1818-04-17,clean,"b. Apr 17, 1818 G"
X00568,birth,1856-?-?,1856-11-10,clean,"b. Nov 10, 1856 C"
X00568,death,1932-?-?,1932-10-14,clean,"; d. Oct 14, 1932 H"
X00571,birth,1821-?-?,1821-09-11,clean,"b. Sep 11, 1821 G"
X00573,birth,1810-?-?,1810-10-31,clean,"b. Oct 31, 1810 L"
X00573,death,1896-?-?,1896-09-28,clean,"; d. Sep 28, 1896 K"
X00574,birth,1843-?-?,1843-08-23,clean,"b. Aug 23, 1843 D"
X00574,death,1915-?-?,1915-04-07,clean,"; d. Apr 7, 1915 A"
X00575,birth,1858-?-?,1858-12-06,clean,"b. Dec 6, 1858 M"
X00575,death,1895-?-?,1895-12-20,clean,"; d. Dec 20, 1895 P"
X00576,birth,1850-?-?,1850-04-06,clean,"b. Apr 6, 1850 B"
X00576,death,1916-?-?,1916-02-24,clean,"; d. Feb 24, 1916 P"
X00577,birth,1888-?-?,1888-08-04,clean,"b. Aug 4, 1888 C"
X00577,death,1981-?-?,1981-05-19,clean,"; d. May 19, 1981 H"
X00578,birth,1914-?-?,1914-11-08,clean,"b. Nov 8, 1914 E"
X00578,death,1964-?-?,1964-03-12,clean,"; d. Mar 12, 1964 W"
X00580,birth,1891-?-?,1891-08-01,clean,"b. Aug 1, 1891 S"
X00580,death,1976-?-?,1976-01-20,clean,"; d. Jan 20, 1976 R"
X00581,birth,1894-?-?,1894-04-15,clean,"b. Apr 15, 1894 K"
X00581,death,1971-?-?,1971-06-20,clean,"; d. Jun 20, 1971 P"
HD1747,birth,1809-?-?,1809-01-03,clean,"b. Jan 3, 1809 L"
HD1747,death,1888-?-?,1888-10-30,clean,"; d. Oct 30, 1888 L"
HD1748,birth,1810-?-?,1810-09-06,clean,"b. Sep 6, 1810 L"
HD1748,death,1880-?-?,1880-11-10,clean,"; d. Nov 10, 1880 K"
HD1750,birth,1814-?-?,1814-02-15,clean,"b. Feb 15, 1814 U"
HD1750,death,1891-?-?,1891-03-15,clean,"; d. Mar 15, 1891 G"
HD1751,birth,1816-?-?,1816-03-14,clean,"b. Mar 14, 1816 L"
HD1751,death,1890-?-?,1890-12-12,clean,"; d. Dec 12, 1890 L"
HD1752,birth,1818-?-?,1818-02-03,clean,"b. Feb 3, 1818 L"
HD1752,death,1902-?-?,1902-11-13,clean,"; d. Nov 13, 1902 V"
HD1753,birth,1820-?-?,1820-06-03,clean,"b. Jun 3, 1820 L"
HD1753,death,1898-?-?,1898-12-26,clean,"; d. Dec 26, 1898 E"
HD1754,birth,1823-?-?,1823-09-30,clean,"b. Sep 30, 1823;"
HD1754,death,1899-?-?,1899-01-29,clean,"; d. Jan 29, 1899 L"
HD1755,birth,1826-?-?,1826-03-14,clean,"b. Mar 14, 1826 L"
HD1755,death,1892-?-?,1892-01-17,clean,"; d. Jan 17, 1892 L"
HD1756,death,1894-?-?,1894-02-09,clean,"; d. Feb 9, 1894 N"
HD1757,birth,1850-?-?,1850-10-10,clean,"b. Oct 10, 1850 A"
HD1757,death,1916-?-?,1916-12-02,clean,"; d. Dec 2, 1916 E"
HD1758,birth,1855-?-?,1855-03-19,clean,"b. Mar 19, 1855 L"
HD1758,death,1939-?-?,1939-06-01,clean,"; d. Jun 1, 1939 A"
HD1759,birth,1880-?-?,1880-02-05,clean,"b. Feb 5, 1880 W"
HD1759,death,1968-?-?,1968-12-01,clean,"; d. Dec 1, 1968 W"
HD1777,birth,1835-?-?,1835-02-08,clean,"b. Feb 8, 1835 L"
HD1777,death,1926-?-?,1926-02-10,clean,"; d. Feb 10, 1926 A"
HD1778,birth,1837-?-?,1837-11-08,clean,"b. Nov 8, 1837 L"
HD1778,death,1932-?-?,1932-09-14,clean,"; d. Sep 14, 1932 K"
HD1779,birth,1855-?-?,1855-01-19,clean,"b. Jan 19, 1855 L"
HD1779,death,1950-?-?,1950-11-23,clean,"; d. Nov 23, 1950 S"
HD1773,birth,1856-?-?,1856-09-24,clean,"b. Sep 24, 1856 G"
HD1773,death,1946-?-?,1946-02-16,clean,"; d. Feb 16, 1946 A"
HD1784,birth,1887-?-?,1887-02-21,clean,"b. Feb 21, 1887 D"
HD1784,death,1945-?-?,1945-11-01,clean,"; d. Nov 1, 1945 M"
HD1785,birth,1893-?-?,1893-08-05,clean,"b. Aug 5, 1893 P"
HD1785,death,1894-?-?,1894-07-23,clean,"; d. Jul 23, 1894 a"
HD1772,birth,1896-?-?,1896-01-05,clean,"b. Jan 5, 1896 K"
HD1772,death,1984-?-?,1984-03-26,clean,"; d. Mar 26, 1984 P"
HD1786,birth,1914-?-?,1914-09-11,clean,"b. Sep 11, 1914 P"
HD1786,death,1981-?-?,1981-03-03,clean,"; d. Mar 3, 1981 V"
HD1788,death,1968-?-?,1968-01-18,clean,"; d. Jan 18, 1968 Q"
HD1789,birth,1951-?-?,1951-02-02,clean,"b. Feb 2, 1951 W"
HD1789,death,1951-?-?,1951-02-02,clean,"; d. Feb 2, 1951 W"
X00583,birth,1789-?-?,1789-08-24,clean,"b. Aug 24, 1789 L"
X00583,death,1851-?-?,1851-08-31,clean,"; d. Aug 31, 1851 F"
HD1808,birth,1822-?-?,1822-07-28,clean,"b. Jul 28, 1822 N"
HD1808,death,1891-?-?,1891-05-24,clean,"; d. May 24, 1891 B"
HD1809,birth,1830-?-?,1830-04-26,clean,"b. Apr 26, 1830 G"
HD1809,death,1911-?-?,1911-03-29,clean,"; d. Mar 29, 1911 H"
X00584,birth,1819-?-?,1819-04-14,clean,"b. Apr 14, 1819 M"
X00584,death,1886-?-?,1886-09-05,clean,"; d. Sep 5, 1886 B"
X00585,birth,1820-?-?,1820-02-11,clean,"b. Feb 11, 1820 C"
X00585,death,1879-?-?,1879-05-03,clean,"; d. May 3, 1879 F"
HD1810,birth,1843-?-?,1843-11-14,clean,"b. Nov 14, 1843 B"
HD1810,death,1918-?-?,1918-10-06,clean,"; d. Oct 6, 1918 S"
HD1812,birth,1853-?-?,1853-05-18,clean,"b. May 18, 1853 B"
HD1812,death,1929-?-?,1929-03-08,clean,"; d. Mar 8, 1929 H"
X00586,death,1881-?-?,1881-08-09,clean,"; d. Aug 9, 1881 L"
HD1826,birth,1869-?-?,1869-11-11,clean,"b. Nov 11, 1869 L"
HD1826,death,1942-?-?,1942-02-13,clean,"; d. Feb 13, 1942 S"
HD1827,birth,1871-?-?,1871-07-08,clean,"b. Jul 8, 1871 L"
HD1827,death,1938-?-?,1938-04-09,clean,"; d. Apr 9, 1938 L"
HD1828,birth,1880-?-?,1880-08-12,clean,"b. Aug 12, 1880 L"
HD1828,death,1934-?-?,1934-08-30,clean,"; d. Aug 30, 1934 L"
X00588,birth,1869-?-?,1869-04-29,clean,"b. Apr 29, 1869 S"
X00588,death,1964-?-?,1964-10-24,clean,"; d. Oct 24, 1964 S"
HD1829,birth,1900-?-?,1900-02-20,clean,"b. Feb 20, 1900 L"
HD1829,death,1965-?-?,1965-08-29,clean,"; d. Aug 29, 1965 S"
HD1832,birth,1902-?-?,1902-04-22,clean,"b. Apr 22, 1902 S"
HD1832,death,1989-?-?,1989-09-07,clean,"; d. Sep 7, 1989 S"
HD1833,birth,1904-?-?,1904-10-16,clean,"b. Oct 16, 1904 S"
HD1833,death,1991-?-?,1991-04-09,clean,"; d. Apr 9, 1991 T"
X00590,birth,1900-?-?,1900-08-13,clean,"b. Aug 13, 1900 B"
X00590,death,1996-?-?,1996-06-15,clean,"; d. Jun 15, 1996 C"
HD1834,birth,1906-?-?,1906-05-04,clean,"b. May 4, 1906 L"
HD1834,death,1950-?-?,1950-01-13,clean,"; d. Jan 13, 1950 L"
HD1817,birth,1851-?-?,1851-09-25,clean,"b. Sep 25, 1851;"
HD1818,birth,1854-?-?,1854-06-16,clean,"b. Jun 16, 1854;"
HD1819,birth,1856-?-?,1856-11-22,clean,"b. Nov 22, 1856 F"
HD1819,death,1930-?-?,1930-06-17,clean,"; d. Jun 17, 1930 W"
X00592,birth,1853-?-?,1853-08-26,clean,"b. Aug 26, 1853 L"
X00592,death,1911-?-?,1911-06-12,clean,"; d. Jun 12, 1911 P"
HD1820,birth,1859-?-?,1859-01-25,clean,"b. Jan 25, 1859;"
HD1821,birth,1862-?-?,1862-01-09,clean,"b. Jan 9, 1862 F"
HD1821,death,1937-?-?,1937-03-15,clean,"; d. Mar 15, 1937 M"
HD1822,birth,1865-?-?,1865-06-04,clean,"b. Jun 4, 1865;"
HD1823,birth,1868-?-?,1868-12-28,clean,"b. Dec 28, 1868 F"
HD1823,death,1970-?-?,1970-10-18,clean,"; d. Oct 18, 1970 A"
HD1824,birth,1871-?-?,1871-03-09,clean,"b. Mar 9, 1871 F"
HD1825,birth,1874-?-?,1874-09-14,clean,"b. Sep 14, 1874 F"
HD1825,death,1948-?-?,1948-10-08,clean,"; d. Oct 8, 1948 C"
HD1841,birth,1883-?-?,1883-04-18,clean,"b. Apr 18, 1883 F"
HD1841,death,1963-?-?,1963-02-04,clean,"; d. Feb 4, 1963 a"
HD1842,birth,1895-?-?,1895-03-05,clean,"b. Mar 5, 1895 M"
HD1842,death,1949-?-?,1949-06-26,clean,"; d. Jun 26, 1949 O"
HD1844,birth,1928-?-?,1928-03-22,clean,"b. Mar 22, 1928 P"
HD1844,death,2021-?-?,2021-09-13,clean,"; d. Sep 13, 2021 P"
HD1836,death,2020-?-?,2020-02-18,clean,"; d. Feb 18, 2020 S"
HD1837,birth,1925-?-?,1925-07-30,clean,"b. Jul 30, 1925 S"
HD1837,death,2017-?-?,2017-03-30,clean,"; d. Mar 30, 2017 a"
HD1838,birth,1927-?-?,1927-09-13,clean,"b. Sep 13, 1927;"
HD1838,death,2014-?-?,2014-09-11,clean,"; d. Sep 11, 2014 a"
X00597,birth,1926-?-?,1926-07-08,clean,"b. Jul 8, 1926 S"
X00597,death,2022-?-?,2022-06-11,clean,"; d. Jun 11, 2022 L"
HD1845,birth,1953-?-?,1953-11-19,clean,"b. Nov 19, 1953 L"
HD1845,death,2013-?-?,2013-04-15,clean,"; d. Apr 15, 2013 T"
T01473,birth,1802-?-?,1802-09-11,clean,"b. Sep 11, 1802 L"
T01488,birth,1832-?-?,1832-02-22,clean,"b. Feb 22, 1832 L"
T01488,death,1870-?-?,1870-05-24,clean,"; d. May 24, 1870 C"
X00598,birth,1802-?-?,1802-10-07,clean,"b. Oct 7, 1802 T"
X00598,death,1887-?-?,1887-05-01,clean,"; d. May 1, 1887 C"
HD1847,birth,1825-?-?,1825-11-24,clean,"b. Nov 24, 1825 L"
HD1847,death,1904-?-?,1904-04-03,clean,"; d. Apr 3, 1904 C"
HD1848,birth,1827-?-?,1827-11-16,clean,"b. Nov 16, 1827 L"
HD1848,death,1899-?-?,1899-08-11,clean,"; d. Aug 11, 1899 P"
HD1849,birth,1832-?-?,1832-07-19,clean,"b. Jul 19, 1832 R"
HD1849,death,1918-?-?,1918-08-10,clean,"; d. Aug 10, 1918 C"
HD1850,birth,1835-?-?,1835-02-05,clean,"b. Feb 5, 1835 R"
HD1850,death,1861-?-?,1861-12-13,clean,"; d. Dec 13, 1861 C"
HD1851,birth,1840-?-?,1840-05-08,clean,"b. May 8, 1840 R"
HD1851,death,1915-?-?,1915-07-09,clean,"; d. Jul 9, 1915 C"
X00599,birth,1841-?-?,1841-03-11,clean,"b. Mar 11, 1841 P"
HD1846,death,1910-?-?,1910-07-28,clean,"; d. Jul 28, 1910 C"
HD1852,birth,1858-?-?,1858-05-15,clean,"b. May 15, 1858 C"
HD1853,birth,1861-?-?,1861-02-24,clean,"b. Feb 24, 1861 C"
HD1853,death,1920-?-?,1920-08-01,clean,"; d. Aug 1, 1920 O"
HD1854,birth,1863-?-?,1863-11-14,clean,"b. Nov 14, 1863 C"
HD1854,death,1944-?-?,1944-12-02,clean,"; d. Dec 2, 1944 E"
HD1855,birth,1872-?-?,1872-11-09,clean,"b. Nov 9, 1872 C"
HD1856,birth,1874-?-?,1874-01-04,clean,"b. Jan 4, 1874 C"
HD1856,death,1875-?-?,1875-10-27,clean,"; d. Oct 27, 1875 a"
HD1857,birth,1875-?-?,1875-02-22,clean,"b. Feb 22, 1875 C"
HD1858,birth,1879-?-?,1879-03-16,clean,"b. Mar 16, 1879 W"
HD1859,birth,1880-?-?,1880-05-13,clean,"b. May 13, 1880 W"
HD1860,birth,1885-?-?,1885-06-07,clean,"b. Jun 7, 1885 W"
HD1860,death,1917-?-?,1917-10-13,clean,"; d. Oct 13, 1917 a"
HD1861,birth,1902-?-?,1902-12-13,clean,"b. Dec 13, 1902 C"
HD1861,death,1979-?-?,1979-05-08,clean,"; d. May 8, 1979 M"
X00601,birth,1805-?-?,1805-07-24,clean,"b. Jul 24, 1805 L"
X00601,death,1882-?-?,1882-02-07,clean,"; d. Feb 7, 1882 O"
HD1862,birth,1824-?-?,1824-06-29,clean,"b. Jun 29, 1824 L"
HD1862,death,1903-?-?,1903-04-24,clean,"; d. Apr 24, 1903 K"
HD1865,birth,1834-?-?,1834-05-06,clean,"b. May 6, 1834 L"
HD1865,death,1907-?-?,1907-02-05,clean,"; d. Feb 5, 1907 M"
HD1867,birth,1844-?-?,1844-01-20,clean,"b. Jan 20, 1844 O"
HD1867,death,1915-?-?,1915-03-12,clean,"; d. Mar 12, 1915 K"
X00603,birth,1847-?-?,1847-04-18,clean,"b. Apr 18, 1847;"
X00603,death,1915-?-?,1915-01-15,clean,"; d. Jan 15, 1915 a"
HD1868,birth,1869-?-?,1869-05-11,clean,"b. May 11, 1869 G"
HD1868,death,1933-?-?,1933-01-27,clean,"; d. Jan 27, 1933 H"
X00604,birth,1863-?-?,1863-08-03,clean,"b. Aug 3, 1863 B"
X00604,death,1935-?-?,1935-10-01,clean,"; d. Oct 1, 1935 H"
HD1875,birth,1893-?-?,1893-08-15,clean,"b. Aug 15, 1893 B"
HD1875,death,1918-?-?,1918-09-15,clean,"; d. Sep 15, 1918 B"
HD1876,birth,1894-?-?,1894-12-18,clean,"b. Dec 18, 1894;"
HD1876,death,1916-?-?,1916-12-23,clean,"; d. Dec 23, 1916 a"
HD1878,birth,1898-?-?,1898-11-10,clean,"b. Nov 10, 1898 B"
HD1878,death,1978-?-?,1978-08-12,clean,"; d. Aug 12, 1978 S"
X00602,birth,1822-?-?,1822-06-26,clean,"b. Jun 26, 1822 C"
X00602,death,1902-?-?,1902-12-26,clean,"; d. Dec 26, 1902 N"
HD1873,birth,1845-?-?,1845-04-11,clean,"b. Apr 11, 1845 N"
HD1873,death,1892-?-?,1892-02-06,clean,"; d. Feb 6, 1892 N"
HD1874,birth,1849-?-?,1849-10-21,clean,"b. Oct 21, 1849 D"
HD1874,death,1929-?-?,1929-05-05,clean,"; d. May 5, 1929 K"
X00608,birth,1851-?-?,1851-10-01,clean,"b. Oct 1, 1851 N"
X00608,death,1886-?-?,1886-04-11,clean,"; d. Apr 11, 1886 a"
HD1884,birth,1878-?-?,1878-10-17,clean,"b. Oct 17, 1878 N"
HD1884,death,1924-?-?,1924-02-27,clean,"; d. Feb 27, 1924 P"
HD1885,birth,1884-?-?,1884-04-05,clean,"b. Apr 5, 1884 E"
HD1885,death,1902-?-?,1902-10-12,clean,"; d. Oct 12, 1902 R"
X00607,birth,1810-?-?,1810-06-16,clean,"b. Jun 16, 1810 R"
X00607,death,1886-?-?,1886-01-21,clean,"; d. Jan 21, 1886 G"
HD1887,birth,1843-?-?,1843-12-13,clean,"b. Dec 13, 1843 R"
HD1887,death,1918-?-?,1918-11-20,clean,"; d. Nov 20, 1918 S"
HD1888,birth,1845-?-?,1845-07-01,clean,"b. Jul 1, 1845 M"
HD1888,death,1916-?-?,1916-07-14,clean,"; d. Jul 14, 1916 B"
